Amount,Order Date,Category
4760,01-03-17,C
10395,01-03-17,D
10395,01-03-17,A
4165,02-03-17,D
2940,02-03-17,B
3290,02-03-17,A
2730,02-03-17,D
17850,03-03-17,C
4830,03-03-17,C
2093,03-03-17,B
11970,03-03-17,A
2093,03-03-17,C
6790,04-03-17,A
4165,04-03-17,C
3290,04-03-17,A
3290,04-03-17,D
6230,04-03-17,D
3115,05-03-17,B
0,05-03-17,B
2450,05-03-17,B
0,06-03-17,C
6230,06-03-17,B
3962,06-03-17,A
2450,06-03-17,B
0,06-03-17,C
6230,06-03-17,A
3115,06-03-17,A
3115,07-03-17,D
22680,07-03-17,A
2093,07-03-17,B
1862,07-03-17,C
0,07-03-17,A
4900,07-03-17,B
0,07-03-17,C
6230,08-03-17,D
0,08-03-17,D
8925,08-03-17,C
1862,08-03-17,B
0,08-03-17,C
3360,08-03-17,D
3115,08-03-17,D
0,08-03-17,D
2450,08-03-17,A
3850,09-03-17,C
8925,09-03-17,D
9345,09-03-17,B
4970,09-03-17,D
3150,09-03-17,B
10395,09-03-17,A
2100,10-03-17,D
3325,10-03-17,B
3150,10-03-17,A
3724,10-03-17,B
1862,10-03-17,C
4375,11-03-17,C
2660,11-03-17,C
1575,11-03-17,D
2100,11-03-17,D
4599,12-03-17,A
3276,12-03-17,C
0,12-03-17,D
0,13-03-17,B
4011,13-03-17,C
5460,13-03-17,C
2450,13-03-17,C
2730,13-03-17,C
4725,13-03-17,D
2450,14-03-17,C
0,14-03-17,A
0,14-03-17,B
0,14-03-17,B
9030,15-03-17,A
2450,15-03-17,A
2800,15-03-17,D
2800,15-03-17,B
1925,15-03-17,C
1890,15-03-17,D
9030,15-03-17,C
7448,16-03-17,B
7700,16-03-17,B
2800,16-03-17,B
1750,16-03-17,C
2093,16-03-17,C
6405,16-03-17,A
4725,16-03-17,B
7700,17-03-17,D
4893,17-03-17,B
2800,17-03-17,D
2793,17-03-17,D
5586,17-03-17,A
20650,17-03-17,B
3556,17-03-17,B
0,17-03-17,B
5495,18-03-17,C
5495,18-03-17,B
18795,18-03-17,A
0,18-03-17,A
3290,19-03-17,A
3493,19-03-17,B
8743,19-03-17,D
0,20-03-17,A
4634,20-03-17,A
1890,20-03-17,B
4900,20-03-17,A
0,20-03-17,D
5110,20-03-17,D
3500,21-03-17,D
19565,21-03-17,D
3850,21-03-17,C
0,21-03-17,C
8491,21-03-17,A
11165,21-03-17,C
0,21-03-17,B
3486,21-03-17,C
3276,22-03-17,D
6342,22-03-17,D
2450,22-03-17,B
0,22-03-17,B
4200,22-03-17,C
1743,22-03-17,A
8225,22-03-17,A
5600,22-03-17,A
0,22-03-17,D
0,23-03-17,A
3675,23-03-17,A
6300,23-03-17,A
8225,23-03-17,B
7560,23-03-17,A
0,23-03-17,D
5565,23-03-17,C
0,23-03-17,A
1890,23-03-17,B
3465,24-03-17,A
3535,24-03-17,B
658,24-03-17,C
3990,24-03-17,B
0,24-03-17,C
0,24-03-17,B
66920,25-03-17,B
9800,25-03-17,D
2275,25-03-17,B
6930,25-03-17,B
0,25-03-17,C
3290,25-03-17,B
2100,25-03-17,C
0,26-03-17,A
1890,26-03-17,B
4550,26-03-17,B
5460,26-03-17,A
10325,26-03-17,A
4200,27-03-17,B
1925,27-03-17,D
3143,27-03-17,B
3500,27-03-17,B
3290,27-03-17,C
2450,27-03-17,C
7910,27-03-17,B
7210,28-03-17,A
2275,28-03-17,D
0,28-03-17,D
11893,28-03-17,C
2450,28-03-17,A
3563,28-03-17,C
2100,29-03-17,D
4550,29-03-17,A
3290,29-03-17,D
33495,29-03-17,C
10815,29-03-17,B
6286,29-03-17,D
2310,29-03-17,D
0,29-03-17,D
9030,30-03-17,A
1225,30-03-17,C
3675,30-03-17,A
3836,30-03-17,B
2100,30-03-17,C
0,30-03-17,C
1260,30-03-17,A
3556,30-03-17,B
3605,30-03-17,B
0,30-03-17,A
6643,30-03-17,B
11795,31-03-17,B
2093,31-03-17,C
5040,31-03-17,B
7126,31-03-17,B
4620,31-03-17,D
2310,31-03-17,C
2100,31-03-17,C
0,31-03-17,A
6293,31-03-17,B
1890,01-04-17,A
2793,01-04-17,B
1918,01-04-17,A
1862,01-04-17,D
2100,01-04-17,C
2100,01-04-17,C
0,01-04-17,B
0,01-04-17,C
3150,01-04-17,B
4865,02-04-17,C
2100,02-04-17,C
16800,02-04-17,C
2310,02-04-17,D
2100,02-04-17,A
2240,02-04-17,B
2310,02-04-17,A
5600,03-04-17,A
1890,03-04-17,B
11165,03-04-17,D
2310,03-04-17,D
2240,03-04-17,B
1540,03-04-17,B
3150,03-04-17,A
1540,03-04-17,C
6916,03-04-17,B
4900,03-04-17,C
3150,04-04-17,B
3080,04-04-17,A
0,04-04-17,A
6930,04-04-17,B
4200,04-04-17,A
6300,04-04-17,B
1540,04-04-17,D
1540,04-04-17,C
1540,04-04-17,D
2800,04-04-17,C
4620,04-04-17,C
2310,05-04-17,A
1540,05-04-17,D
2100,05-04-17,A
0,05-04-17,A
3171,05-04-17,D
3493,05-04-17,A
3150,05-04-17,D
1540,05-04-17,B
2800,05-04-17,A
1190,05-04-17,C
2800,05-04-17,A
6300,06-04-17,D
0,06-04-17,D
6125,06-04-17,B
840,06-04-17,B
1617,06-04-17,C
4900,06-04-17,B
3843,06-04-17,C
0,06-04-17,A
3080,06-04-17,B
5950,06-04-17,B
2450,07-04-17,C
2205,07-04-17,C
75600,07-04-17,C
3920,07-04-17,A
1540,07-04-17,B
4368,07-04-17,C
0,07-04-17,A
12600,07-04-17,B
6993,07-04-17,C
3143,07-04-17,C
707,08-04-17,A
1890,08-04-17,A
840,08-04-17,B
2975,08-04-17,D
9282,08-04-17,B
1743,08-04-17,B
707,08-04-17,B
1540,08-04-17,A
3150,08-04-17,A
0,08-04-17,C
4193,08-04-17,C
3080,08-04-17,B
1743,09-04-17,D
3080,09-04-17,C
2310,09-04-17,C
4368,09-04-17,B
2800,09-04-17,C
5075,10-04-17,C
2695,10-04-17,A
8813,10-04-17,B
5950,10-04-17,A
9030,10-04-17,B
1050,10-04-17,C
6650,10-04-17,B
2800,10-04-17,B
1575,10-04-17,B
9800,10-04-17,C
1925,10-04-17,B
1050,11-04-17,C
0,11-04-17,C
3010,11-04-17,D
5187,11-04-17,C
4550,11-04-17,C
11620,11-04-17,D
9450,11-04-17,B
5915,11-04-17,D
4550,11-04-17,D
1820,11-04-17,C
6370,11-04-17,B
19950,11-04-17,D
4550,11-04-17,B
2100,11-04-17,D
41650,11-04-17,A
18690,12-04-17,C
2450,12-04-17,A
1750,12-04-17,A
1750,12-04-17,A
2310,12-04-17,C
1624,12-04-17,B
2961,12-04-17,C
0,12-04-17,A
4193,12-04-17,C
1624,12-04-17,D
1624,12-04-17,B
2800,12-04-17,C
2800,12-04-17,A
2450,12-04-17,A
1624,12-04-17,D
0,12-04-17,D
3010,12-04-17,C
1855,13-04-17,D
2275,13-04-17,B
1750,13-04-17,B
2205,13-04-17,B
2975,13-04-17,B
3500,13-04-17,C
1624,13-04-17,B
0,13-04-17,C
3500,13-04-17,B
2310,13-04-17,B
1841,13-04-17,B
1736,13-04-17,B
2800,13-04-17,A
1750,13-04-17,B
1848,13-04-17,A
2450,13-04-17,A
1750,14-04-17,A
1841,14-04-17,B
5985,14-04-17,D
2310,14-04-17,D
6286,14-04-17,D
3248,14-04-17,D
8505,14-04-17,A
2520,14-04-17,A
11620,14-04-17,C
8925,14-04-17,B
8372,14-04-17,B
8015,14-04-17,B
4543,14-04-17,C
2443,15-04-17,B
8995,15-04-17,C
3500,15-04-17,C
3605,15-04-17,C
6993,15-04-17,C
1750,15-04-17,C
0,15-04-17,D
2100,15-04-17,D
5250,15-04-17,B
5600,15-04-17,D
5243,15-04-17,C
3150,15-04-17,C
4095,15-04-17,C
1624,16-04-17,D
3500,16-04-17,C
2520,16-04-17,D
7175,16-04-17,C
2093,16-04-17,C
1890,16-04-17,D
3500,16-04-17,B
4200,16-04-17,D
1414,16-04-17,C
3703,17-04-17,B
0,17-04-17,B
2100,17-04-17,C
3360,17-04-17,B
1624,17-04-17,A
7329,17-04-17,B
3850,17-04-17,B
2450,17-04-17,A
3493,17-04-17,C
4550,17-04-17,C
0,17-04-17,C
1925,17-04-17,C
5061,18-04-17,C
2443,18-04-17,A
1624,18-04-17,C
2275,18-04-17,C
36260,18-04-17,A
3850,18-04-17,B
5243,18-04-17,D
1750,18-04-17,B
7700,18-04-17,D
3850,18-04-17,B
6132,18-04-17,A
3360,18-04-17,B
11550,18-04-17,A
2800,19-04-17,A
8995,19-04-17,D
2100,19-04-17,D
19950,19-04-17,D
3248,19-04-17,B
7721,19-04-17,B
3780,19-04-17,B
2100,19-04-17,A
4872,19-04-17,C
0,19-04-17,C
3682,19-04-17,D
5040,19-04-17,D
3850,19-04-17,D
3850,19-04-17,A
3500,19-04-17,B
0,19-04-17,C
3500,20-04-17,B
0,20-04-17,D
2590,20-04-17,A
2093,20-04-17,A
3500,20-04-17,B
12565,20-04-17,D
30205,20-04-17,C
5740,20-04-17,A
2100,20-04-17,C
1029,20-04-17,B
7700,20-04-17,D
7700,20-04-17,C
3850,20-04-17,D
2275,20-04-17,D
2310,20-04-17,B
2590,21-04-17,D
2100,21-04-17,D
0,21-04-17,D
0,21-04-17,C
0,21-04-17,C
490,21-04-17,C
0,21-04-17,A
3332,21-04-17,B
2590,21-04-17,A
1610,21-04-17,A
6300,21-04-17,B
2310,21-04-17,B
2793,21-04-17,C
7700,21-04-17,A
7700,22-04-17,B
4865,22-04-17,D
4900,22-04-17,A
3640,22-04-17,C
3220,22-04-17,A
2100,22-04-17,B
2310,22-04-17,D
4893,22-04-17,C
14700,22-04-17,C
1848,22-04-17,B
6265,22-04-17,D
4865,22-04-17,D
0,22-04-17,C
1568,22-04-17,A
2093,22-04-17,B
5915,22-04-17,C
4095,23-04-17,D
560,23-04-17,D
1743,23-04-17,A
2590,23-04-17,C
4200,23-04-17,C
1344,23-04-17,A
2800,23-04-17,C
2450,23-04-17,D
3003,23-04-17,C
8715,23-04-17,B
2310,24-04-17,A
4200,24-04-17,B
560,24-04-17,C
2310,24-04-17,A
3143,24-04-17,A
14000,24-04-17,C
4865,24-04-17,B
2450,24-04-17,C
1050,24-04-17,C
2443,24-04-17,B
3150,24-04-17,B
2100,24-04-17,B
2800,24-04-17,C
0,24-04-17,C
4515,24-04-17,A
4620,24-04-17,B
2093,24-04-17,C
1848,24-04-17,A
6930,25-04-17,B
5593,25-04-17,C
0,25-04-17,C
1624,25-04-17,B
12950,25-04-17,A
3248,25-04-17,A
7630,25-04-17,B
2310,25-04-17,A
1750,25-04-17,B
3500,25-04-17,A
1386,25-04-17,A
5243,25-04-17,D
7350,25-04-17,D
5250,25-04-17,B
1750,25-04-17,C
2310,25-04-17,B
3850,26-04-17,A
10500,26-04-17,C
3493,26-04-17,D
0,26-04-17,B
0,26-04-17,C
2520,26-04-17,D
1715,26-04-17,D
0,26-04-17,B
1750,26-04-17,B
5600,26-04-17,D
1855,26-04-17,B
11025,26-04-17,C
1750,26-04-17,B
6041,26-04-17,B
3038,26-04-17,B
11095,26-04-17,D
7000,26-04-17,A
2303,26-04-17,B
2520,26-04-17,B
3465,27-04-17,B
3465,27-04-17,B
10080,27-04-17,C
4900,27-04-17,B
1624,27-04-17,C
1190,27-04-17,C
1750,27-04-17,A
2450,27-04-17,D
1624,27-04-17,C
2310,27-04-17,A
2450,27-04-17,B
7000,27-04-17,C
1750,27-04-17,A
6055,27-04-17,C
2800,27-04-17,D
0,27-04-17,C
2450,27-04-17,D
1771,27-04-17,A
13650,27-04-17,D
4865,27-04-17,D
1750,27-04-17,C
6993,27-04-17,D
3808,28-04-17,D
2905,28-04-17,A
4060,28-04-17,D
2723,28-04-17,C
0,28-04-17,D
3850,28-04-17,D
1820,28-04-17,D
3850,28-04-17,C
0,28-04-17,B
1372,28-04-17,B
3500,28-04-17,A
1750,28-04-17,C
9100,28-04-17,C
2961,28-04-17,A
4193,28-04-17,D
4193,28-04-17,B
2954,28-04-17,D
1624,28-04-17,A
1750,28-04-17,A
1750,28-04-17,D
0,28-04-17,D
2275,28-04-17,C
0,29-04-17,D
2450,29-04-17,C
1750,29-04-17,B
1750,29-04-17,A
6300,29-04-17,B
2310,29-04-17,D
3150,29-04-17,C
2450,29-04-17,A
5593,29-04-17,D
4060,29-04-17,A
8743,29-04-17,B
3430,29-04-17,A
2730,29-04-17,D
0,29-04-17,C
4550,29-04-17,C
5593,29-04-17,A
0,29-04-17,A
2100,29-04-17,B
0,29-04-17,C
2310,29-04-17,D
0,29-04-17,B
4725,30-04-17,A
4557,30-04-17,A
1624,30-04-17,D
6993,30-04-17,C
10920,30-04-17,D
2310,30-04-17,D
5950,30-04-17,C
8540,30-04-17,D
0,30-04-17,B
4886,30-04-17,D
2730,30-04-17,A
5593,30-04-17,C
2100,30-04-17,D
0,30-04-17,D
4893,30-04-17,C
1750,30-04-17,A
0,01-05-17,B
0,01-05-17,A
0,01-05-17,A
0,01-05-17,A
6608,01-05-17,B
1316,01-05-17,D
10850,01-05-17,B
0,01-05-17,B
4893,01-05-17,B
3150,01-05-17,B
1533,01-05-17,C
3500,01-05-17,A
16772,01-05-17,C
0,01-05-17,C
3080,01-05-17,C
7000,01-05-17,D
2450,01-05-17,C
1750,01-05-17,B
2450,02-05-17,C
1274,02-05-17,B
6615,02-05-17,D
1750,02-05-17,B
11543,02-05-17,C
2310,02-05-17,B
5950,02-05-17,D
4200,02-05-17,B
6615,02-05-17,C
1750,02-05-17,A
0,02-05-17,C
0,02-05-17,A
0,02-05-17,C
4893,02-05-17,B
0,02-05-17,B
1750,02-05-17,A
0,02-05-17,C
16030,02-05-17,D
1050,02-05-17,D
2310,03-05-17,D
0,03-05-17,C
4550,03-05-17,A
6615,03-05-17,D
2940,03-05-17,A
5593,03-05-17,B
4193,03-05-17,D
6650,03-05-17,C
4165,03-05-17,B
0,03-05-17,D
0,03-05-17,A
2800,03-05-17,D
2093,03-05-17,B
5880,03-05-17,A
1820,03-05-17,D
2093,03-05-17,B
9870,03-05-17,C
6615,03-05-17,C
5306,03-05-17,C
959,03-05-17,D
5215,03-05-17,C
0,03-05-17,B
1372,03-05-17,C
3920,03-05-17,C
2072,03-05-17,D
2443,03-05-17,B
2443,03-05-17,C
4186,03-05-17,A
2093,03-05-17,D
3010,03-05-17,B
2093,04-05-17,A
4550,04-05-17,A
5593,04-05-17,B
3850,04-05-17,B
4193,04-05-17,D
13650,04-05-17,C
11550,04-05-17,D
8400,04-05-17,C
2030,04-05-17,C
6615,04-05-17,A
1078,04-05-17,D
14658,04-05-17,A
5306,04-05-17,B
0,04-05-17,A
6615,04-05-17,D
3220,04-05-17,B
2310,04-05-17,C
1736,04-05-17,B
13230,04-05-17,C
1463,04-05-17,B
2030,04-05-17,A
7840,04-05-17,C
3920,04-05-17,B
8400,04-05-17,D
3290,04-05-17,D
1624,04-05-17,D
840,05-05-17,B
2058,05-05-17,B
2730,05-05-17,A
0,05-05-17,D
4893,05-05-17,A
1750,05-05-17,B
2940,05-05-17,C
959,05-05-17,B
2443,05-05-17,D
0,05-05-17,B
2310,05-05-17,B
959,05-05-17,C
3920,05-05-17,D
5880,05-05-17,C
2450,05-05-17,A
3493,05-05-17,A
13230,05-05-17,D
4193,05-05-17,A
700,05-05-17,D
2660,05-05-17,B
980,05-05-17,C
2310,05-05-17,B
4550,05-05-17,B
4900,05-05-17,C
1043,05-05-17,C
2030,05-05-17,B
6279,06-05-17,B
1624,06-05-17,A
0,06-05-17,C
3920,06-05-17,C
4186,06-05-17,D
1855,06-05-17,D
4046,06-05-17,D
3150,06-05-17,A
4025,06-05-17,D
0,06-05-17,D
3850,06-05-17,C
7700,06-05-17,B
4200,06-05-17,C
2093,06-05-17,D
2380,06-05-17,D
3850,06-05-17,B
3150,06-05-17,A
2450,06-05-17,A
2660,06-05-17,C
2450,06-05-17,C
2800,06-05-17,D
4893,06-05-17,A
3850,06-05-17,C
2450,06-05-17,D
3493,06-05-17,D
630,06-05-17,D
4550,07-05-17,D
3150,07-05-17,B
2793,07-05-17,B
4046,07-05-17,C
2450,07-05-17,B
3850,07-05-17,A
0,07-05-17,A
0,07-05-17,C
5600,07-05-17,D
4186,07-05-17,A
1925,07-05-17,D
0,07-05-17,D
2450,07-05-17,D
3850,07-05-17,A
2275,07-05-17,A
2450,08-05-17,C
3493,08-05-17,D
7350,08-05-17,D
4158,08-05-17,D
0,08-05-17,A
5880,08-05-17,C
2310,08-05-17,C
6300,08-05-17,D
12600,08-05-17,C
1463,08-05-17,A
5600,08-05-17,C
5250,08-05-17,D
0,08-05-17,A
1743,08-05-17,A
3493,08-05-17,C
4620,08-05-17,D
2443,08-05-17,D
2800,08-05-17,A
4704,08-05-17,B
9450,08-05-17,A
0,08-05-17,B
1890,08-05-17,D
2093,08-05-17,D
4193,09-05-17,A
4487,09-05-17,D
2093,09-05-17,B
2310,09-05-17,D
0,09-05-17,D
0,09-05-17,A
5740,09-05-17,D
1323,09-05-17,A
1190,09-05-17,B
1624,09-05-17,D
1372,09-05-17,C
3920,09-05-17,A
980,09-05-17,A
1232,09-05-17,A
0,09-05-17,A
1680,09-05-17,D
2093,09-05-17,C
2870,09-05-17,B
61698,09-05-17,A
1505,09-05-17,B
5593,09-05-17,C
2870,09-05-17,C
0,09-05-17,B
1925,09-05-17,C
16086,10-05-17,A
6986,10-05-17,B
2093,10-05-17,C
2793,10-05-17,B
0,10-05-17,C
630,10-05-17,A
2100,10-05-17,D
2310,10-05-17,D
3850,10-05-17,C
1323,10-05-17,C
2793,10-05-17,C
1638,10-05-17,B
3465,10-05-17,D
2065,10-05-17,D
6125,10-05-17,C
980,10-05-17,C
3850,10-05-17,D
3850,10-05-17,B
2450,10-05-17,B
4130,10-05-17,D
8386,10-05-17,D
2758,10-05-17,D
2793,10-05-17,A
3465,10-05-17,B
1771,10-05-17,C
2730,10-05-17,D
2450,10-05-17,B
2758,10-05-17,C
4193,10-05-17,C
5593,11-05-17,C
0,11-05-17,C
14700,11-05-17,A
3150,11-05-17,C
6650,11-05-17,D
3500,11-05-17,A
2100,11-05-17,C
3493,11-05-17,B
9800,11-05-17,B
2345,11-05-17,A
6650,11-05-17,C
0,11-05-17,C
2793,11-05-17,C
17220,11-05-17,B
2940,11-05-17,A
1890,11-05-17,C
2870,11-05-17,D
0,11-05-17,C
3150,11-05-17,C
0,11-05-17,A
2100,11-05-17,B
2758,11-05-17,D
6279,11-05-17,D
9093,11-05-17,C
0,11-05-17,A
6650,11-05-17,B
385,11-05-17,D
2870,11-05-17,B
1750,11-05-17,A
2170,11-05-17,A
10493,11-05-17,D
3633,11-05-17,B
2310,11-05-17,D
0,12-05-17,C
2520,12-05-17,C
1372,12-05-17,B
2093,12-05-17,C
8379,12-05-17,A
6650,12-05-17,A
0,12-05-17,B
5950,12-05-17,C
1960,12-05-17,C
5040,12-05-17,A
5180,12-05-17,D
0,12-05-17,D
8239,12-05-17,D
8239,12-05-17,B
2793,12-05-17,C
3493,12-05-17,B
2450,12-05-17,A
1050,12-05-17,C
14700,12-05-17,B
11480,12-05-17,A
2100,12-05-17,C
3150,12-05-17,B
2030,12-05-17,A
1981,12-05-17,A
3920,12-05-17,C
1400,12-05-17,C
0,12-05-17,D
3150,12-05-17,B
1624,13-05-17,D
1680,13-05-17,C
14126,13-05-17,C
2450,13-05-17,D
11620,13-05-17,B
3850,13-05-17,C
5425,13-05-17,A
18172,13-05-17,C
3500,13-05-17,C
2345,13-05-17,D
8365,13-05-17,C
2100,13-05-17,D
6930,13-05-17,B
2443,13-05-17,B
0,13-05-17,A
3885,13-05-17,D
2940,13-05-17,C
5152,13-05-17,B
1624,13-05-17,C
1680,13-05-17,B
5670,13-05-17,D
5054,13-05-17,C
4893,13-05-17,A
0,13-05-17,A
3850,14-05-17,C
4340,14-05-17,A
1680,14-05-17,C
4193,14-05-17,C
5040,14-05-17,A
2156,14-05-17,B
3150,14-05-17,D
0,14-05-17,A
3150,14-05-17,A
3486,14-05-17,D
1680,14-05-17,D
2450,14-05-17,A
2765,14-05-17,D
4900,14-05-17,A
3122,14-05-17,A
0,14-05-17,C
2674,14-05-17,C
2793,14-05-17,B
5425,15-05-17,B
3850,15-05-17,A
5593,15-05-17,C
1050,15-05-17,D
4886,15-05-17,D
3150,15-05-17,A
8750,15-05-17,D
3640,15-05-17,C
4893,15-05-17,D
9331,15-05-17,C
2940,15-05-17,C
4193,15-05-17,B
1680,15-05-17,C
9744,15-05-17,B
2870,15-05-17,B
2793,15-05-17,D
2793,15-05-17,D
6265,15-05-17,B
1610,15-05-17,B
4893,15-05-17,B
2310,15-05-17,C
0,15-05-17,D
658,15-05-17,C
2100,15-05-17,C
1610,15-05-17,B
6020,15-05-17,B
2793,16-05-17,B
0,16-05-17,D
10920,16-05-17,A
1610,16-05-17,B
1743,16-05-17,A
5586,16-05-17,C
1680,16-05-17,B
2793,16-05-17,C
1750,16-05-17,D
12950,16-05-17,D
2975,16-05-17,C
2660,16-05-17,A
1393,16-05-17,A
0,16-05-17,D
2030,16-05-17,B
0,16-05-17,C
1855,16-05-17,B
4865,16-05-17,D
2310,16-05-17,C
2100,16-05-17,C
1050,16-05-17,C
3850,16-05-17,C
6825,16-05-17,D
2793,16-05-17,A
3640,16-05-17,C
6825,16-05-17,C
2793,16-05-17,B
11130,17-05-17,C
0,17-05-17,A
2450,17-05-17,A
13650,17-05-17,C
5915,17-05-17,B
6650,17-05-17,B
2310,17-05-17,C
2975,17-05-17,C
1120,17-05-17,C
2093,17-05-17,D
700,17-05-17,B
4165,17-05-17,B
1750,17-05-17,D
5250,17-05-17,A
4375,17-05-17,D
2121,17-05-17,B
6825,17-05-17,A
3850,17-05-17,B
2800,17-05-17,A
6825,17-05-17,D
6825,17-05-17,A
2100,17-05-17,B
5320,17-05-17,A
0,17-05-17,A
4375,17-05-17,C
4543,17-05-17,D
11795,17-05-17,B
6825,17-05-17,B
4375,17-05-17,A
0,17-05-17,A
2443,18-05-17,D
3850,18-05-17,D
1750,18-05-17,B
10955,18-05-17,B
1925,18-05-17,C
1435,18-05-17,B
2100,18-05-17,D
7665,18-05-17,A
5250,18-05-17,A
2093,18-05-17,B
707,18-05-17,B
1610,18-05-17,B
4725,18-05-17,B
1750,18-05-17,A
1155,18-05-17,D
1750,18-05-17,C
945,18-05-17,D
9100,18-05-17,B
3360,18-05-17,C
637,18-05-17,B
2100,18-05-17,B
4725,18-05-17,A
1610,18-05-17,D
1750,18-05-17,C
6860,18-05-17,C
6825,18-05-17,B
2870,18-05-17,D
1575,18-05-17,A
0,18-05-17,A
2030,18-05-17,A
2030,18-05-17,B
6958,18-05-17,B
2093,18-05-17,B
2100,18-05-17,A
2093,18-05-17,B
4200,18-05-17,A
2443,18-05-17,C
1750,18-05-17,B
3500,18-05-17,C
0,19-05-17,A
0,19-05-17,A
2100,19-05-17,A
11025,19-05-17,A
4725,19-05-17,A
3500,19-05-17,A
1680,19-05-17,B
4095,19-05-17,D
6825,19-05-17,B
3220,19-05-17,B
1771,19-05-17,A
2450,19-05-17,A
3570,19-05-17,D
3920,19-05-17,B
0,19-05-17,C
3220,19-05-17,B
2100,19-05-17,C
3220,19-05-17,B
1750,19-05-17,C
2765,19-05-17,C
10640,19-05-17,D
6930,19-05-17,A
1925,19-05-17,D
3780,19-05-17,C
3500,19-05-17,D
5593,19-05-17,B
3850,19-05-17,A
4725,19-05-17,C
5600,19-05-17,D
3150,19-05-17,D
0,19-05-17,A
5740,19-05-17,A
2093,19-05-17,C
2079,19-05-17,D
3360,19-05-17,B
2961,19-05-17,B
1106,19-05-17,D
5306,19-05-17,A
3360,20-05-17,A
10640,20-05-17,C
9660,20-05-17,C
2520,20-05-17,C
2100,20-05-17,D
2758,20-05-17,D
2170,20-05-17,B
3850,20-05-17,C
4060,20-05-17,A
6825,20-05-17,C
6440,20-05-17,D
1610,20-05-17,C
1750,20-05-17,C
4725,20-05-17,A
840,20-05-17,C
1610,20-05-17,A
3850,20-05-17,C
1610,20-05-17,A
3675,20-05-17,D
10836,20-05-17,D
11830,20-05-17,B
2170,20-05-17,C
3220,20-05-17,D
23800,20-05-17,A
3220,20-05-17,D
0,20-05-17,B
4893,20-05-17,B
3500,20-05-17,B
0,21-05-17,B
2520,21-05-17,D
4620,21-05-17,C
1610,21-05-17,A
2310,21-05-17,C
4200,21-05-17,D
11193,21-05-17,C
4725,21-05-17,D
6482,21-05-17,D
0,21-05-17,D
2352,21-05-17,C
4193,21-05-17,C
11060,21-05-17,D
1624,21-05-17,C
12495,21-05-17,B
0,21-05-17,D
4179,21-05-17,C
1393,21-05-17,D
1750,21-05-17,B
2450,21-05-17,A
2100,21-05-17,B
1960,21-05-17,A
1743,21-05-17,D
1155,21-05-17,D
2450,21-05-17,C
1890,21-05-17,B
3220,21-05-17,C
3150,21-05-17,D
1925,22-05-17,A
0,22-05-17,C
2450,22-05-17,D
1386,22-05-17,A
1393,22-05-17,B
1610,22-05-17,C
3080,22-05-17,C
0,22-05-17,C
1680,22-05-17,B
3115,22-05-17,B
1610,22-05-17,C
3220,22-05-17,A
4760,22-05-17,D
4193,22-05-17,B
4186,22-05-17,A
4186,22-05-17,A
0,22-05-17,B
4375,22-05-17,A
4690,22-05-17,C
3850,22-05-17,B
1750,22-05-17,C
1400,22-05-17,D
1393,22-05-17,B
1680,22-05-17,B
2450,22-05-17,A
1750,22-05-17,D
2520,22-05-17,C
29400,22-05-17,B
2310,22-05-17,A
0,22-05-17,B
4179,22-05-17,A
1470,22-05-17,C
21875,22-05-17,C
5243,22-05-17,C
4725,22-05-17,B
2093,22-05-17,C
5915,22-05-17,B
2100,22-05-17,D
2380,23-05-17,D
1750,23-05-17,A
2093,23-05-17,B
5600,23-05-17,A
2520,23-05-17,D
5600,23-05-17,B
0,23-05-17,B
0,23-05-17,C
2030,23-05-17,D
0,23-05-17,C
2800,23-05-17,C
1680,23-05-17,B
1043,23-05-17,B
2093,23-05-17,C
8050,23-05-17,B
2870,23-05-17,A
0,23-05-17,B
1393,23-05-17,A
2443,23-05-17,B
1393,23-05-17,B
4550,23-05-17,B
7000,23-05-17,B
3220,23-05-17,B
2450,23-05-17,B
4865,23-05-17,C
1680,23-05-17,D
3675,23-05-17,D
10780,23-05-17,D
5740,23-05-17,A
10486,23-05-17,C
4550,23-05-17,D
7875,23-05-17,C
2940,23-05-17,C
5950,23-05-17,C
3325,23-05-17,A
3220,24-05-17,D
1750,24-05-17,A
4375,24-05-17,A
2093,24-05-17,D
6825,24-05-17,C
588,24-05-17,D
1337,24-05-17,D
875,24-05-17,A
12285,24-05-17,A
0,24-05-17,D
2723,24-05-17,D
6825,24-05-17,C
2870,24-05-17,A
2450,24-05-17,C
2793,24-05-17,A
5460,24-05-17,B
5600,24-05-17,C
2275,24-05-17,B
1323,24-05-17,B
2275,24-05-17,B
2870,24-05-17,A
2275,24-05-17,A
1750,24-05-17,D
3850,24-05-17,A
5600,24-05-17,C
595,24-05-17,A
1610,24-05-17,B
1393,24-05-17,A
2240,24-05-17,D
4872,24-05-17,C
1050,24-05-17,D
0,24-05-17,D
2093,24-05-17,A
2380,24-05-17,B
770,24-05-17,C
0,24-05-17,D
16800,24-05-17,C
2786,24-05-17,B
0,25-05-17,B
0,25-05-17,A
4375,25-05-17,D
0,25-05-17,A
1610,25-05-17,B
7000,25-05-17,C
2093,25-05-17,B
2450,25-05-17,D
0,25-05-17,D
1750,25-05-17,C
2310,25-05-17,D
2030,25-05-17,C
2870,25-05-17,A
4200,25-05-17,D
0,25-05-17,D
910,25-05-17,A
2310,25-05-17,B
3367,25-05-17,A
1050,25-05-17,D
0,25-05-17,C
2065,25-05-17,D
