Amount,Order Date,Category
3500,09-08-17,C
4900,09-08-17,C
5873,09-08-17,B
2443,09-08-17,C
2030,09-08-17,D
2051,09-08-17,C
2709,09-08-17,C
11207,09-08-17,A
9016,09-08-17,B
2597,09-08-17,D
4102,09-08-17,B
4088,09-08-17,C
10941,09-08-17,A
3612,09-08-17,C
2884,09-08-17,C
2443,09-08-17,A
2863,09-08-17,D
2940,10-08-17,C
1904,10-08-17,D
4123,10-08-17,D
1904,10-08-17,C
2898,10-08-17,D
3311,10-08-17,A
2646,10-08-17,C
7203,10-08-17,B
4599,10-08-17,D
2534,10-08-17,A
5152,10-08-17,C
2443,10-08-17,A
2051,10-08-17,B
0,10-08-17,C
2898,10-08-17,C
1995,10-08-17,A
4641,10-08-17,D
3906,10-08-17,D
2555,10-08-17,D
2898,10-08-17,B
1302,10-08-17,C
3290,10-08-17,D
6580,10-08-17,C
5180,10-08-17,C
1988,10-08-17,A
3115,10-08-17,B
5411,10-08-17,A
2555,10-08-17,A
5950,10-08-17,B
1988,10-08-17,B
2646,10-08-17,A
3493,10-08-17,D
1176,10-08-17,D
2240,10-08-17,C
5138,10-08-17,C
2562,10-08-17,D
6930,10-08-17,D
3493,10-08-17,B
2835,10-08-17,C
2422,10-08-17,A
9142,10-08-17,D
1617,10-08-17,B
0,10-08-17,D
3290,10-08-17,D
3864,10-08-17,C
5250,10-08-17,B
10451,10-08-17,C
5138,10-08-17,C
3199,10-08-17,A
3780,10-08-17,D
882,10-08-17,B
10220,10-08-17,A
4900,10-08-17,B
1540,10-08-17,C
2282,10-08-17,A
9996,10-08-17,B
1988,10-08-17,A
5964,10-08-17,A
0,10-08-17,C
0,10-08-17,A
8400,10-08-17,A
2450,10-08-17,A
6608,10-08-17,B
4039,10-08-17,C
6608,10-08-17,C
5075,10-08-17,D
4900,10-08-17,D
5250,10-08-17,C
5411,10-08-17,B
2100,10-08-17,C
0,11-08-17,A
1904,11-08-17,B
7812,11-08-17,A
14630,11-08-17,A
5698,11-08-17,D
4039,11-08-17,A
1617,11-08-17,A
4550,11-08-17,A
3087,11-08-17,D
8092,11-08-17,D
3850,11-08-17,A
3325,11-08-17,C
3850,11-08-17,C
1470,11-08-17,A
5012,11-08-17,B
2100,11-08-17,D
11396,11-08-17,D
8750,11-08-17,D
3290,11-08-17,B
0,11-08-17,B
7000,11-08-17,C
6930,11-08-17,C
2247,11-08-17,A
5110,11-08-17,A
30506,11-08-17,D
1764,11-08-17,C
4900,11-08-17,A
1883,11-08-17,A
2877,11-08-17,C
3458,11-08-17,A
11900,11-08-17,B
3290,11-08-17,C
5250,11-08-17,C
7854,11-08-17,B
4599,11-08-17,C
0,11-08-17,C
8386,11-08-17,B
3850,11-08-17,D
2135,11-08-17,D
3542,11-08-17,A
2555,11-08-17,A
2730,11-08-17,D
5250,11-08-17,C
2863,11-08-17,D
2660,11-08-17,D
2555,11-08-17,A
5600,11-08-17,B
4886,11-08-17,A
2730,11-08-17,D
1841,11-08-17,C
2940,11-08-17,C
0,11-08-17,B
4886,11-08-17,D
1120,11-08-17,A
2093,11-08-17,A
2093,11-08-17,C
1841,11-08-17,B
2009,11-08-17,B
3346,11-08-17,D
3290,11-08-17,B
0,11-08-17,A
7343,11-08-17,C
2443,11-08-17,D
7833,12-08-17,D
10150,12-08-17,B
9555,12-08-17,A
5649,12-08-17,C
8442,12-08-17,C
3766,12-08-17,C
3465,12-08-17,D
6930,12-08-17,D
3542,12-08-17,C
4200,12-08-17,D
5138,12-08-17,C
4648,12-08-17,D
3682,12-08-17,D
2135,12-08-17,A
0,12-08-17,C
4270,12-08-17,B
5810,12-08-17,C
2380,12-08-17,B
6251,12-08-17,B
4165,12-08-17,D
2135,12-08-17,A
2597,12-08-17,C
10150,12-08-17,C
2653,12-08-17,A
6608,12-08-17,D
3087,12-08-17,D
2002,12-08-17,A
0,12-08-17,A
0,12-08-17,D
0,12-08-17,D
5628,12-08-17,B
2905,12-08-17,A
1148,12-08-17,A
2856,12-08-17,C
0,12-08-17,C
2814,12-08-17,C
2618,12-08-17,D
5516,12-08-17,B
3493,12-08-17,D
4340,12-08-17,D
0,12-08-17,B
2135,12-08-17,A
2646,12-08-17,A
5110,12-08-17,D
4599,12-08-17,D
2450,12-08-17,D
3290,12-08-17,C
11753,12-08-17,B
3542,12-08-17,C
1869,12-08-17,B
4046,13-08-17,C
4039,13-08-17,B
6447,13-08-17,A
0,13-08-17,C
2618,13-08-17,A
5250,13-08-17,D
0,13-08-17,B
4403,13-08-17,B
2898,13-08-17,B
3115,13-08-17,B
4200,13-08-17,A
0,13-08-17,A
2051,13-08-17,C
0,13-08-17,C
5586,13-08-17,A
5250,13-08-17,A
0,13-08-17,D
2898,13-08-17,A
2618,13-08-17,B
3850,13-08-17,A
7840,13-08-17,A
1750,13-08-17,C
3290,13-08-17,D
7665,13-08-17,B
2534,13-08-17,A
5180,13-08-17,B
11396,13-08-17,A
3311,13-08-17,B
7840,13-08-17,A
4781,13-08-17,D
7840,13-08-17,A
11900,13-08-17,D
5411,13-08-17,D
1988,13-08-17,B
2940,13-08-17,B
2597,13-08-17,B
5621,13-08-17,D
6013,13-08-17,D
3668,13-08-17,A
2450,13-08-17,D
0,13-08-17,B
5425,13-08-17,D
9128,13-08-17,A
4165,13-08-17,A
5880,14-08-17,D
6615,14-08-17,A
0,14-08-17,B
4410,14-08-17,B
10941,14-08-17,C
11032,14-08-17,C
2660,14-08-17,C
2660,14-08-17,C
2863,14-08-17,A
2835,14-08-17,B
1428,14-08-17,B
4403,14-08-17,B
10983,14-08-17,D
0,14-08-17,A
0,14-08-17,C
3115,14-08-17,B
2646,14-08-17,D
3115,14-08-17,D
4326,14-08-17,B
16170,14-08-17,C
7840,14-08-17,C
5089,14-08-17,B
2772,14-08-17,C
4165,14-08-17,B
5698,14-08-17,C
2940,14-08-17,C
4641,14-08-17,C
6993,14-08-17,A
11592,14-08-17,D
4270,14-08-17,B
9170,14-08-17,A
6895,14-08-17,B
0,14-08-17,B
5586,14-08-17,A
2170,14-08-17,B
8379,14-08-17,A
2429,14-08-17,D
3605,14-08-17,D
2058,14-08-17,A
2618,14-08-17,C
4606,14-08-17,A
4277,14-08-17,B
6230,14-08-17,A
4823,14-08-17,C
4599,14-08-17,A
9800,14-08-17,B
12502,14-08-17,A
4606,14-08-17,D
0,14-08-17,D
1841,14-08-17,B
1743,14-08-17,A
2464,14-08-17,A
5796,14-08-17,C
3122,14-08-17,C
2205,14-08-17,C
4410,14-08-17,D
2765,15-08-17,B
11550,15-08-17,B
2688,15-08-17,B
5362,15-08-17,B
3381,15-08-17,B
3899,15-08-17,C
7980,15-08-17,A
11032,15-08-17,C
0,15-08-17,D
4781,15-08-17,A
2044,15-08-17,D
2730,15-08-17,D
2450,15-08-17,B
2940,15-08-17,C
1316,15-08-17,A
0,15-08-17,D
1806,15-08-17,A
0,15-08-17,C
2653,15-08-17,C
6104,15-08-17,A
1106,15-08-17,A
6559,15-08-17,B
5138,15-08-17,A
1750,15-08-17,A
7763,15-08-17,C
2898,15-08-17,C
3976,15-08-17,C
1764,15-08-17,B
2443,15-08-17,B
1337,15-08-17,B
8330,15-08-17,C
1911,15-08-17,B
4697,15-08-17,D
5460,15-08-17,A
2443,15-08-17,C
4277,15-08-17,A
0,15-08-17,D
2100,15-08-17,D
4781,15-08-17,B
2905,15-08-17,B
2450,15-08-17,A
2135,15-08-17,C
2254,15-08-17,D
5180,15-08-17,D
1750,15-08-17,C
1120,15-08-17,C
2100,15-08-17,A
1435,16-08-17,C
3024,16-08-17,B
2723,16-08-17,D
2555,16-08-17,A
17605,16-08-17,D
7840,16-08-17,C
5950,16-08-17,D
5516,16-08-17,C
2296,16-08-17,A
5880,16-08-17,A
3150,16-08-17,B
0,16-08-17,B
6762,16-08-17,A
4375,16-08-17,C
1862,16-08-17,C
3465,16-08-17,D
3164,16-08-17,B
1988,16-08-17,D
4928,16-08-17,B
1988,16-08-17,C
2044,16-08-17,C
3087,16-08-17,A
1638,16-08-17,D
2660,16-08-17,A
6181,16-08-17,B
4011,16-08-17,D
1988,16-08-17,A
7840,16-08-17,B
20440,16-08-17,D
2856,16-08-17,A
6979,16-08-17,D
4543,16-08-17,C
3850,16-08-17,C
2044,16-08-17,A
2898,16-08-17,C
4165,16-08-17,B
2660,16-08-17,B
5250,16-08-17,B
14700,16-08-17,A
4781,16-08-17,B
1218,16-08-17,A
4641,16-08-17,D
3311,16-08-17,B
5565,16-08-17,A
5516,16-08-17,D
0,16-08-17,A
2814,16-08-17,A
3493,16-08-17,B
2814,16-08-17,B
0,16-08-17,A
15449,16-08-17,C
1883,16-08-17,B
3262,16-08-17,A
1764,16-08-17,C
5516,16-08-17,A
0,16-08-17,D
11158,16-08-17,A
2940,16-08-17,A
4781,16-08-17,A
6608,16-08-17,D
6181,16-08-17,D
0,16-08-17,A
2044,17-08-17,B
9345,17-08-17,D
11900,17-08-17,C
2660,17-08-17,A
2940,17-08-17,D
3822,17-08-17,C
2394,17-08-17,C
3640,17-08-17,D
8750,17-08-17,D
3262,17-08-17,D
2618,17-08-17,A
1393,17-08-17,A
21980,17-08-17,A
21980,17-08-17,B
4634,17-08-17,A
6482,17-08-17,C
3493,17-08-17,A
1715,17-08-17,B
10220,17-08-17,A
2009,17-08-17,C
3850,17-08-17,A
3262,17-08-17,C
3150,17-08-17,D
3024,17-08-17,B
2723,17-08-17,D
3493,17-08-17,D
11746,17-08-17,C
6825,17-08-17,C
10661,17-08-17,C
3668,17-08-17,A
3486,17-08-17,B
3486,17-08-17,B
3528,17-08-17,A
5516,17-08-17,B
6580,17-08-17,B
3675,17-08-17,C
7714,17-08-17,B
16800,17-08-17,C
2002,17-08-17,D
5180,17-08-17,D
6335,17-08-17,B
6482,17-08-17,C
2135,17-08-17,A
6181,17-08-17,A
3290,17-08-17,B
6181,17-08-17,D
10990,17-08-17,D
3493,17-08-17,B
3493,17-08-17,A
11900,17-08-17,A
2898,17-08-17,C
0,17-08-17,C
14700,17-08-17,D
0,17-08-17,C
3269,17-08-17,D
4375,17-08-17,A
3689,17-08-17,B
10997,17-08-17,A
3290,17-08-17,C
4900,17-08-17,C
3290,17-08-17,D
6181,17-08-17,D
5369,17-08-17,B
2443,17-08-17,B
4536,17-08-17,A
3087,17-08-17,D
10479,17-08-17,C
7700,17-08-17,A
2429,18-08-17,C
7350,18-08-17,B
6608,18-08-17,B
7840,18-08-17,C
10892,18-08-17,A
2646,18-08-17,C
1946,18-08-17,A
3311,18-08-17,B
4781,18-08-17,B
5516,18-08-17,B
2933,18-08-17,B
5250,18-08-17,C
0,18-08-17,A
1715,18-08-17,B
5950,18-08-17,C
2135,18-08-17,B
5292,18-08-17,D
3850,18-08-17,D
2898,18-08-17,A
0,18-08-17,A
6545,18-08-17,C
2576,18-08-17,A
0,18-08-17,D
4865,18-08-17,D
4935,18-08-17,C
5516,18-08-17,D
4935,18-08-17,C
3857,18-08-17,D
2646,18-08-17,C
11389,18-08-17,A
2646,18-08-17,B
0,18-08-17,C
1120,18-08-17,D
5775,18-08-17,D
2107,18-08-17,D
5292,18-08-17,C
2170,18-08-17,A
2555,18-08-17,D
4697,18-08-17,C
2450,18-08-17,C
0,18-08-17,D
2555,18-08-17,C
3850,18-08-17,A
2513,18-08-17,B
1190,18-08-17,D
2513,18-08-17,A
2282,18-08-17,A
0,18-08-17,D
2954,18-08-17,C
11550,18-08-17,B
9184,18-08-17,B
2681,18-08-17,A
6930,18-08-17,D
6132,18-08-17,A
1582,18-08-17,C
5936,18-08-17,B
4046,18-08-17,C
9786,18-08-17,D
3262,18-08-17,D
5369,18-08-17,B
1575,18-08-17,D
2632,18-08-17,A
4277,18-08-17,C
3150,18-08-17,D
1176,18-08-17,D
4697,18-08-17,B
3850,18-08-17,B
2562,18-08-17,D
2170,18-08-17,A
5250,18-08-17,A
2660,18-08-17,D
2597,18-08-17,A
5334,18-08-17,B
2814,18-08-17,D
2359,18-08-17,A
1715,18-08-17,D
6986,18-08-17,A
4641,18-08-17,B
6335,18-08-17,C
1883,18-08-17,A
0,18-08-17,B
5880,18-08-17,D
15400,18-08-17,D
5152,18-08-17,A
4193,19-08-17,A
2513,19-08-17,C
3640,19-08-17,D
6482,19-08-17,C
3668,19-08-17,D
6545,19-08-17,B
2310,19-08-17,A
5369,19-08-17,D
6993,19-08-17,B
3668,19-08-17,B
5362,19-08-17,C
2660,19-08-17,D
10640,19-08-17,A
1484,19-08-17,A
0,19-08-17,A
4088,19-08-17,A
3150,19-08-17,A
0,19-08-17,C
2576,19-08-17,C
7700,19-08-17,B
5425,19-08-17,B
2646,19-08-17,B
3430,19-08-17,D
6545,19-08-17,C
2513,19-08-17,A
2576,19-08-17,D
6335,19-08-17,D
3290,19-08-17,B
4165,19-08-17,B
3969,19-08-17,B
2513,19-08-17,C
10738,19-08-17,C
3150,19-08-17,A
3850,19-08-17,B
10150,19-08-17,C
7882,19-08-17,D
3262,19-08-17,C
3248,19-08-17,D
6335,19-08-17,B
3115,19-08-17,B
7350,19-08-17,B
6335,19-08-17,A
2317,19-08-17,B
1127,19-08-17,A
1498,19-08-17,C
5026,19-08-17,C
2597,19-08-17,A
3850,19-08-17,A
2933,19-08-17,C
2002,19-08-17,A
3150,19-08-17,D
0,19-08-17,D
0,19-08-17,B
2450,19-08-17,B
2898,19-08-17,B
0,19-08-17,D
2646,19-08-17,D
4550,19-08-17,B
6993,19-08-17,A
2513,19-08-17,B
3150,19-08-17,A
2940,19-08-17,C
6545,19-08-17,B
4165,19-08-17,C
1344,19-08-17,B
4165,19-08-17,A
16107,19-08-17,D
3150,19-08-17,B
6055,19-08-17,B
2205,19-08-17,B
10094,19-08-17,C
3185,19-08-17,D
2464,19-08-17,C
2947,19-08-17,D
2471,19-08-17,B
5026,19-08-17,C
3668,19-08-17,C
0,19-08-17,A
2443,19-08-17,C
6594,19-08-17,A
2513,19-08-17,C
5369,19-08-17,A
16086,19-08-17,B
7539,19-08-17,C
9583,19-08-17,B
4242,20-08-17,C
1960,20-08-17,C
6545,20-08-17,A
8526,20-08-17,C
1484,20-08-17,D
12033,20-08-17,B
2394,20-08-17,C
4046,20-08-17,A
5369,20-08-17,A
4613,20-08-17,D
3409,20-08-17,B
3822,20-08-17,D
5516,20-08-17,C
2254,20-08-17,C
2135,20-08-17,A
2800,20-08-17,D
2030,20-08-17,B
1400,20-08-17,A
2513,20-08-17,D
0,20-08-17,B
0,20-08-17,C
2513,20-08-17,D
2513,20-08-17,B
3850,20-08-17,C
1519,20-08-17,C
3822,20-08-17,C
2940,20-08-17,B
1498,20-08-17,C
5677,20-08-17,D
3493,20-08-17,A
15470,20-08-17,D
6209,20-08-17,B
7420,20-08-17,C
5950,20-08-17,D
4046,20-08-17,D
6419,20-08-17,C
4165,20-08-17,C
3150,20-08-17,B
4753,20-08-17,B
6335,20-08-17,B
9023,20-08-17,C
5516,20-08-17,A
861,20-08-17,A
2765,20-08-17,C
3255,20-08-17,B
7336,20-08-17,C
3115,20-08-17,A
3822,20-08-17,D
3850,20-08-17,A
5152,20-08-17,D
3115,20-08-17,C
6195,20-08-17,C
5950,20-08-17,C
6209,20-08-17,D
4613,20-08-17,D
3332,20-08-17,D
5369,20-08-17,D
1400,20-08-17,C
6335,20-08-17,D
2513,20-08-17,D
6727,20-08-17,D
5369,20-08-17,C
2275,20-08-17,C
3150,20-08-17,C
10710,20-08-17,A
1400,21-08-17,A
0,21-08-17,D
5033,21-08-17,B
5376,21-08-17,A
4697,21-08-17,D
30121,21-08-17,B
2681,21-08-17,A
5138,21-08-17,B
3038,21-08-17,B
11354,21-08-17,B
2450,21-08-17,C
2800,21-08-17,D
2016,21-08-17,A
8400,21-08-17,A
2800,21-08-17,B
882,21-08-17,D
2618,21-08-17,A
5873,21-08-17,A
2590,21-08-17,A
2597,21-08-17,A
0,21-08-17,A
2933,21-08-17,A
2646,21-08-17,D
0,21-08-17,D
2513,21-08-17,A
6181,21-08-17,A
2254,21-08-17,B
5369,21-08-17,C
1085,21-08-17,D
2660,21-08-17,D
1288,21-08-17,A
6335,21-08-17,C
2289,21-08-17,A
12670,21-08-17,D
0,21-08-17,C
2065,21-08-17,C
16184,21-08-17,B
1799,21-08-17,B
9520,21-08-17,B
3850,21-08-17,B
1799,21-08-17,A
6069,21-08-17,B
3822,21-08-17,C
2107,21-08-17,C
0,21-08-17,A
10157,21-08-17,D
3850,21-08-17,A
5250,21-08-17,C
3500,21-08-17,B
5369,21-08-17,D
4046,21-08-17,B
3857,21-08-17,B
10416,21-08-17,D
3493,21-08-17,B
3969,21-08-17,C
3850,21-08-17,C
3150,21-08-17,A
2716,21-08-17,A
2233,21-08-17,D
3087,21-08-17,D
4767,21-08-17,C
2058,21-08-17,A
5404,21-08-17,C
6979,21-08-17,D
3150,21-08-17,A
12033,21-08-17,D
4900,21-08-17,B
6545,21-08-17,B
3822,21-08-17,A
49000,21-08-17,D
3115,21-08-17,B
5516,21-08-17,C
0,21-08-17,B
4242,21-08-17,C
3850,21-08-17,C
1470,21-08-17,A
17591,21-08-17,C
3668,21-08-17,D
3640,21-08-17,B
2702,21-08-17,A
5880,21-08-17,C
2079,21-08-17,C
2954,21-08-17,B
7644,21-08-17,C
6580,22-08-17,A
5033,22-08-17,C
2079,22-08-17,B
9016,22-08-17,A
11753,22-08-17,B
2051,22-08-17,A
0,22-08-17,C
17591,22-08-17,B
9296,22-08-17,D
2898,22-08-17,B
1764,22-08-17,A
1085,22-08-17,B
4501,22-08-17,C
3430,22-08-17,C
2898,22-08-17,C
5138,22-08-17,A
6167,22-08-17,D
26250,22-08-17,A
4641,22-08-17,B
1274,22-08-17,C
2793,22-08-17,B
5880,22-08-17,A
4256,22-08-17,B
4256,22-08-17,D
3920,22-08-17,A
2128,22-08-17,D
7343,22-08-17,D
2513,22-08-17,D
2352,22-08-17,D
6580,22-08-17,D
1435,22-08-17,B
2170,22-08-17,B
0,22-08-17,A
8750,22-08-17,A
2597,22-08-17,B
3500,22-08-17,D
4907,22-08-17,D
4634,22-08-17,C
2646,22-08-17,C
2933,22-08-17,D
9268,22-08-17,D
2380,22-08-17,D
5138,22-08-17,B
2023,22-08-17,C
1190,22-08-17,C
2513,22-08-17,B
2646,22-08-17,C
3465,22-08-17,A
1883,22-08-17,A
9562,22-08-17,C
1799,22-08-17,C
2639,22-08-17,B
2576,22-08-17,D
3500,22-08-17,C
3633,22-08-17,C
0,22-08-17,C
2681,22-08-17,A
2380,22-08-17,A
4424,22-08-17,B
2646,22-08-17,B
6867,22-08-17,A
2128,22-08-17,C
2058,22-08-17,D
2653,22-08-17,A
5516,22-08-17,D
2422,22-08-17,C
4501,22-08-17,C
2310,22-08-17,B
9016,22-08-17,A
4130,22-08-17,B
4543,22-08-17,C
5677,22-08-17,B
4900,22-08-17,B
4060,22-08-17,D
3675,22-08-17,C
4501,22-08-17,D
1883,22-08-17,B
5026,22-08-17,C
4844,22-08-17,B
3647,22-08-17,C
1659,23-08-17,B
4634,23-08-17,B
2058,23-08-17,B
1701,23-08-17,D
2464,23-08-17,D
0,23-08-17,B
1498,23-08-17,D
9555,23-08-17,C
15400,23-08-17,C
2247,23-08-17,A
12565,23-08-17,C
1484,23-08-17,A
6307,23-08-17,A
9282,23-08-17,D
2247,23-08-17,B
2135,23-08-17,B
2443,23-08-17,D
2450,23-08-17,D
1813,23-08-17,D
6251,23-08-17,B
2527,23-08-17,C
2079,23-08-17,B
1064,23-08-17,A
4102,23-08-17,D
3850,23-08-17,D
5194,23-08-17,D
2814,23-08-17,B
3311,23-08-17,C
2065,23-08-17,C
3850,23-08-17,B
2023,23-08-17,A
3115,23-08-17,B
4403,23-08-17,D
0,23-08-17,A
1841,23-08-17,B
4935,23-08-17,A
0,23-08-17,D
2422,23-08-17,B
2681,23-08-17,A
7714,23-08-17,D
1652,23-08-17,D
0,23-08-17,A
3822,23-08-17,A
2898,23-08-17,A
3290,23-08-17,C
1988,23-08-17,A
1939,23-08-17,C
0,23-08-17,B
5530,23-08-17,B
6545,23-08-17,C
3493,23-08-17,C
5677,23-08-17,A
0,23-08-17,B
3822,23-08-17,B
3822,23-08-17,A
812,23-08-17,B
5670,23-08-17,B
7938,23-08-17,C
2646,23-08-17,C
2135,23-08-17,A
0,23-08-17,D
2646,23-08-17,A
2163,23-08-17,A
5537,23-08-17,B
0,23-08-17,B
3150,23-08-17,B
1925,23-08-17,A
1064,23-08-17,A
2800,23-08-17,D
3668,23-08-17,C
17066,23-08-17,A
2842,23-08-17,D
2450,23-08-17,C
2023,23-08-17,A
2135,23-08-17,C
2576,23-08-17,C
8750,23-08-17,B
0,23-08-17,D
2044,23-08-17,A
8820,23-08-17,D
2835,23-08-17,B
0,23-08-17,D
4228,23-08-17,B
0,23-08-17,D
6209,23-08-17,B
3976,23-08-17,A
2863,23-08-17,A
4844,23-08-17,B
0,23-08-17,C
1750,23-08-17,B
3528,23-08-17,B
0,23-08-17,B
3500,23-08-17,D
5684,24-08-17,C
2303,24-08-17,A
15428,24-08-17,A
6482,24-08-17,C
4193,24-08-17,B
2422,24-08-17,D
2758,24-08-17,A
1750,24-08-17,C
2968,24-08-17,A
5880,24-08-17,D
1799,24-08-17,D
0,24-08-17,A
7840,24-08-17,D
6125,24-08-17,B
10381,24-08-17,C
2646,24-08-17,A
4844,24-08-17,C
1407,24-08-17,D
5250,24-08-17,A
1988,24-08-17,A
826,24-08-17,B
9023,24-08-17,C
1701,24-08-17,B
6545,24-08-17,B
9100,24-08-17,C
3633,24-08-17,D
8043,24-08-17,B
0,24-08-17,A
6251,24-08-17,A
2681,24-08-17,D
9268,24-08-17,A
2807,24-08-17,B
4900,24-08-17,D
6405,24-08-17,A
1750,24-08-17,D
3374,24-08-17,C
3318,24-08-17,D
2646,24-08-17,C
5502,24-08-17,C
1988,24-08-17,B
2436,24-08-17,B
3668,24-08-17,B
4102,24-08-17,B
1988,24-08-17,A
15750,24-08-17,D
2772,24-08-17,D
210,24-08-17,B
7350,24-08-17,C
6335,24-08-17,D
3374,24-08-17,A
1680,24-08-17,D
5964,24-08-17,A
3612,24-08-17,A
1190,24-08-17,A
8820,24-08-17,A
1470,24-08-17,B
2247,24-08-17,C
0,24-08-17,C
1960,24-08-17,C
2422,24-08-17,A
6384,24-08-17,D
1995,24-08-17,D
23212,24-08-17,D
2450,24-08-17,A
2170,24-08-17,A
7700,24-08-17,B
6125,24-08-17,D
3556,24-08-17,D
2646,24-08-17,B
1750,24-08-17,C
3458,24-08-17,A
0,24-08-17,D
3262,24-08-17,A
0,24-08-17,D
2660,24-08-17,C
3164,24-08-17,C
2443,24-08-17,B
2443,24-08-17,D
2443,24-08-17,D
2443,24-08-17,A
12278,24-08-17,B
2345,24-08-17,C
2128,24-08-17,A
1862,24-08-17,B
1603,25-08-17,A
4690,25-08-17,B
6580,25-08-17,D
1743,25-08-17,D
2597,25-08-17,A
1988,25-08-17,D
11900,25-08-17,A
1806,25-08-17,B
623,25-08-17,D
7343,25-08-17,C
826,25-08-17,D
9100,25-08-17,A
2079,25-08-17,B
2772,25-08-17,C
1841,25-08-17,C
4858,25-08-17,C
3500,25-08-17,D
1603,25-08-17,D
2597,25-08-17,B
7336,25-08-17,C
2345,25-08-17,A
3150,25-08-17,C
2128,25-08-17,D
0,25-08-17,B
2555,25-08-17,A
14189,25-08-17,A
1806,25-08-17,B
0,25-08-17,A
2856,25-08-17,A
2310,25-08-17,D
2030,25-08-17,A
2646,25-08-17,C
2898,25-08-17,B
3633,25-08-17,C
15400,25-08-17,D
2597,25-08-17,C
2779,25-08-17,D
4193,25-08-17,C
2772,25-08-17,B
0,25-08-17,C
4585,25-08-17,A
4340,25-08-17,D
1652,25-08-17,A
2030,25-08-17,B
2933,25-08-17,B
2548,25-08-17,C
3668,25-08-17,B
3290,25-08-17,B
1435,25-08-17,C
5880,25-08-17,D
3374,25-08-17,B
1442,25-08-17,C
8050,25-08-17,A
0,25-08-17,A
1988,26-08-17,C
0,26-08-17,C
3822,26-08-17,B
9723,26-08-17,B
2548,26-08-17,D
1729,26-08-17,A
5292,26-08-17,B
3311,26-08-17,B
3668,26-08-17,C
1911,26-08-17,A
2198,26-08-17,C
4515,26-08-17,A
3675,26-08-17,A
1911,26-08-17,D
3885,26-08-17,B
1911,26-08-17,D
1596,26-08-17,D
2198,26-08-17,C
1554,26-08-17,A
3668,26-08-17,B
1911,26-08-17,A
0,26-08-17,B
3633,26-08-17,A
2100,26-08-17,A
3843,26-08-17,D
0,26-08-17,A
0,26-08-17,D
700,26-08-17,B
2079,26-08-17,B
2198,26-08-17,B
4963,26-08-17,B
19110,26-08-17,D
1911,26-08-17,D
8050,26-08-17,B
6930,26-08-17,B
4697,26-08-17,C
4529,26-08-17,C
2800,26-08-17,D
700,26-08-17,B
3682,26-08-17,D
2688,26-08-17,C
1911,26-08-17,A
7938,26-08-17,C
0,26-08-17,A
2793,26-08-17,B
4865,26-08-17,C
0,26-08-17,A
14665,26-08-17,C
0,26-08-17,A
2562,26-08-17,D
2723,26-08-17,C
1911,26-08-17,C
5649,26-08-17,D
1442,26-08-17,D
4200,26-08-17,D
4585,26-08-17,B
1050,26-08-17,B
1148,26-08-17,D
22848,26-08-17,D
1988,26-08-17,D
12250,26-08-17,A
6069,26-08-17,B
2975,26-08-17,A
2548,26-08-17,B
2422,26-08-17,C
2870,26-08-17,A
0,26-08-17,D
2051,26-08-17,A
2058,26-08-17,C
0,26-08-17,D
2800,26-08-17,D
2044,26-08-17,C
3465,27-08-17,C
0,27-08-17,B
2198,27-08-17,C
5138,27-08-17,A
4865,27-08-17,D
2044,27-08-17,B
2940,27-08-17,B
2597,27-08-17,B
2863,27-08-17,C
0,27-08-17,B
1246,27-08-17,A
0,27-08-17,D
735,27-08-17,B
1911,27-08-17,D
8617,27-08-17,B
2625,27-08-17,C
2296,27-08-17,A
4781,27-08-17,A
2079,27-08-17,B
10493,27-08-17,A
14595,27-08-17,B
5873,27-08-17,D
1988,27-08-17,C
3465,27-08-17,C
3395,27-08-17,B
2205,27-08-17,A
6181,27-08-17,A
72128,27-08-17,A
3493,27-08-17,D
3976,27-08-17,B
2863,27-08-17,D
3465,27-08-17,D
2464,27-08-17,C
3150,27-08-17,B
10584,27-08-17,A
1288,27-08-17,B
2772,27-08-17,C
2051,27-08-17,D
2863,27-08-17,A
9016,27-08-17,B
0,27-08-17,D
2443,27-08-17,C
5628,27-08-17,C
2863,27-08-17,A
3493,27-08-17,A
3885,27-08-17,C
0,27-08-17,B
0,27-08-17,B
1596,27-08-17,D
5677,27-08-17,D
4326,27-08-17,C
2422,27-08-17,D
8988,27-08-17,A
8589,27-08-17,A
2723,27-08-17,A
3024,27-08-17,B
2940,27-08-17,A
1085,27-08-17,A
2681,27-08-17,B
3668,27-08-17,A
3493,27-08-17,A
1253,27-08-17,C
2513,27-08-17,D
4690,28-08-17,A
2499,28-08-17,C
1988,28-08-17,A
2660,28-08-17,B
3738,28-08-17,A
1911,28-08-17,D
1344,28-08-17,D
2163,28-08-17,A
0,28-08-17,A
2709,28-08-17,C
1344,28-08-17,A
3647,28-08-17,C
3465,28-08-17,D
1988,28-08-17,C
6188,28-08-17,B
7840,28-08-17,B
3465,28-08-17,D
16730,28-08-17,B
2422,28-08-17,D
1148,28-08-17,D
2023,28-08-17,B
2870,28-08-17,C
2709,28-08-17,C
1722,28-08-17,A
2709,28-08-17,A
10850,28-08-17,A
5677,28-08-17,D
1869,28-08-17,B
1540,28-08-17,B
4165,28-08-17,D
10584,28-08-17,C
2646,28-08-17,C
2772,28-08-17,D
3493,28-08-17,A
10913,28-08-17,C
4865,28-08-17,C
6545,28-08-17,D
0,28-08-17,C
10290,28-08-17,A
2709,28-08-17,C
